hap_cluster	pop	hap_id	hap_distinct	allele
0	GM	AG0134-C b	2	0
0	GM	AG0136-C a	0	0
0	GM	AG0136-C b	0	0
0	GM	AG0137-C a	2	0
0	GM	AG0137-C b	0	0
0	GM	AG0138-C a	2	0
0	GM	AG0138-C b	0	0
0	GM	AG0139-C a	0	0
0	GM	AG0139-C b	0	0
0	GM	AG0141-C a	2	0
0	GM	AG0141-C b	77	0
0	GM	AG0142-C a	0	0
0	GM	AG0142-C b	76	0
0	GM	AG0143-C a	2	0
0	GM	AG0143-C b	78	0
0	GM	AG0144-C a	2	0
0	GM	AG0144-C b	0	0
0	GM	AG0145-C a	0	0
0	GM	AG0145-C b	2	0
0	GM	AG0146-C a	0	0
0	GM	AG0146-C b	10	0
0	GM	AG0147-C a	2	0
0	GM	AG0147-C b	0	0
0	GM	AG0148-C a	2	0
0	GM	AG0148-C b	0	0
0	GM	AG0152-C a	0	0
0	GM	AG0152-C b	0	0
0	GM	AG0153-C a	0	0
0	GM	AG0153-C b	0	0
0	GM	AG0156-C a	77	0
0	GM	AG0156-C b	0	0
0	GM	AG0159-C a	0	0
0	GM	AG0159-C b	10	0
0	GM	AG0162-C a	0	0
0	GM	AG0162-C b	2	0
0	GM	AG0163-C a	2	0
0	GM	AG0163-C b	2	0
0	GM	AG0169-C a	0	0
0	GM	AG0169-C b	0	0
0	GM	AG0170-C a	2	0
0	GM	AG0170-C b	17	0
0	GM	AG0172-C a	0	0
0	GM	AG0172-C b	23	0
0	GM	AG0178-C a	0	0
0	GM	AG0178-C b	0	0
0	GM	AG0179-C a	2	0
0	GM	AG0179-C b	0	0
0	GM	AG0181-C a	2	0
0	GM	AG0181-C b	0	0
0	GM	AG0183-C a	0	0
0	GM	AG0183-C b	76	0
0	GM	AG0195-C a	0	0
0	GM	AG0195-C b	0	0
0	GM	AG0197-C a	79	0
0	GM	AG0197-C b	0	0
0	GM	AG0202-C a	2	0
0	GM	AG0202-C b	76	0
0	GM	AG0203-C a	0	0
0	GM	AG0203-C b	0	0
0	GM	AG0204-C a	76	0
0	GM	AG0204-C b	0	0
0	GM	AG0206-C a	0	0
0	GM	AG0206-C b	0	0
0	GM	AG0208-C a	76	0
0	GM	AG0208-C b	21	0
0	GM	AG0214-C a	0	0
0	GM	AG0214-C b	0	0
0	GM	AG0221-C a	80	0
0	GM	AG0221-C b	0	0
0	GM	AG0223-C a	76	0
0	GM	AG0223-C b	0	0
0	GM	AG0227-C a	2	0
0	GM	AG0227-C b	2	0
0	GM	AG0229-C a	2	0
0	GM	AG0229-C b	2	0
0	GM	AG0230-C a	0	0
0	GM	AG0230-C b	0	0
0	GM	AG0231-C a	0	0
0	GM	AG0231-C b	2	0
0	GM	AG0232-C a	0	0
0	GM	AG0232-C b	0	0
0	GM	AG0263-C a	0	0
0	GM	AG0263-C b	2	0
0	GW	AJ0023-C a	1	0
0	GW	AJ0023-C b	10	0
0	GW	AJ0024-C a	21	0
0	GW	AJ0024-C b	2	0
0	GW	AJ0028-C a	2	0
0	GW	AJ0028-C b	2	0
0	GW	AJ0032-C a	0	0
0	GW	AJ0032-C b	0	0
0	GW	AJ0035-C a	0	0
0	GW	AJ0035-C b	0	0
0	GW	AJ0036-C a	0	0
0	GW	AJ0036-C b	0	0
0	GW	AJ0037-C a	2	0
0	GW	AJ0037-C b	0	0
0	GW	AJ0038-C a	0	0
0	GW	AJ0038-C b	0	0
0	GW	AJ0039-C a	2	0
0	GW	AJ0039-C b	2	0
0	GW	AJ0043-C a	15	0
0	GW	AJ0043-C b	2	0
0	GW	AJ0044-C a	0	0
0	GW	AJ0044-C b	0	0
0	GW	AJ0045-C a	0	0
0	GW	AJ0045-C b	0	0
0	GW	AJ0047-C a	54	0
0	GW	AJ0047-C b	0	0
0	GW	AJ0051-C a	2	0
0	GW	AJ0051-C b	0	0
0	GW	AJ0052-C a	0	0
0	GW	AJ0052-C b	0	0
0	GW	AJ0056-C a	0	0
0	GW	AJ0056-C b	0	0
0	GW	AJ0059-C a	0	0
0	GW	AJ0059-C b	0	0
0	GW	AJ0060-C a	0	0
0	GW	AJ0060-C b	2	0
0	GW	AJ0061-C a	2	0
0	GW	AJ0061-C b	2	0
0	GW	AJ0063-C a	0	0
0	GW	AJ0063-C b	0	0
0	GW	AJ0064-C a	0	0
0	GW	AJ0064-C b	0	0
0	GW	AJ0066-C a	0	0
0	GW	AJ0066-C b	2	0
0	GW	AJ0068-C a	2	0
0	GW	AJ0068-C b	0	0
0	GW	AJ0070-C a	0	0
0	GW	AJ0070-C b	0	0
0	GW	AJ0071-C a	2	0
0	GW	AJ0071-C b	0	0
0	GW	AJ0072-C a	0	0
0	GW	AJ0072-C b	81	0
0	GW	AJ0074-C a	0	0
0	GW	AJ0074-C b	0	0
0	GW	AJ0075-C a	0	0
0	GW	AJ0075-C b	0	0
0	GW	AJ0076-C a	0	0
0	GW	AJ0076-C b	2	0
0	GW	AJ0077-C a	2	0
0	GW	AJ0077-C b	0	0
0	GW	AJ0078-C a	0	0
0	GW	AJ0078-C b	0	0
0	GW	AJ0080-C a	2	0
0	GW	AJ0080-C b	10	0
0	GW	AJ0081-C a	0	0
0	GW	AJ0081-C b	2	0
0	GW	AJ0084-C a	2	0
0	GW	AJ0084-C b	2	0
0	GW	AJ0085-C a	2	0
0	GW	AJ0085-C b	0	0
0	GW	AJ0086-C a	0	0
0	GW	AJ0086-C b	0	0
0	GW	AJ0087-C a	2	0
0	GW	AJ0087-C b	16	0
0	GW	AJ0088-C a	0	0
0	GW	AJ0088-C b	0	0
0	GW	AJ0090-C a	0	0
0	GW	AJ0090-C b	2	0
0	GW	AJ0092-C a	0	0
0	GW	AJ0092-C b	0	0
0	GW	AJ0093-C a	2	0
0	GW	AJ0093-C b	0	0
0	GW	AJ0095-C a	0	0
0	GW	AJ0095-C b	2	0
0	GW	AJ0096-C a	0	0
0	GW	AJ0096-C b	2	0
0	GW	AJ0097-C a	10	0
0	GW	AJ0097-C b	0	0
0	GW	AJ0098-C a	0	0
0	GW	AJ0098-C b	2	0
0	GW	AJ0099-C a	0	0
0	GW	AJ0099-C b	0	0
0	GW	AJ0100-C a	0	0
0	GW	AJ0100-C b	0	0
0	GW	AJ0101-C a	15	0
0	GW	AJ0101-C b	0	0
0	GW	AJ0102-C a	0	0
0	GW	AJ0102-C b	0	0
0	GW	AJ0103-C a	0	0
0	GW	AJ0103-C b	2	0
6	GW	AJ0105-C a	82	0
0	GW	AJ0105-C b	0	0
0	GW	AJ0107-C a	0	0
0	GW	AJ0107-C b	0	0
0	GW	AJ0109-C a	83	0
0	GW	AJ0109-C b	0	0
0	GW	AJ0113-C a	0	0
0	GW	AJ0113-C b	0	0
0	GW	AJ0115-C a	0	0
0	GW	AJ0115-C b	0	0
0	GW	AJ0116-C a	0	0
0	GW	AJ0116-C b	0	0
0	GW	AJ0117-C a	80	0
0	GW	AJ0117-C b	0	0
0	GW	AJ0119-C a	0	0
0	GW	AJ0119-C b	56	0
0	GW	AJ0128-C a	0	0
0	GW	AJ0128-C b	0	0
0	GW	AJ0129-C a	15	0
0	GW	AJ0129-C b	0	0
0	GW	AJ0130-C a	0	0
0	GW	AJ0130-C b	2	0
0	GW	AJ0131-C a	0	0
0	GW	AJ0131-C b	0	0
0	GW	AJ0132-C a	0	0
0	GW	AJ0132-C b	0	0
0	GW	AJ0133-C a	0	0
0	GW	AJ0133-C b	2	0
0	GW	AJ0134-C a	0	0
0	GW	AJ0134-C b	0	0
0	GW	AJ0135-C a	0	0
0	GW	AJ0135-C b	2	0
0	GW	AJ0136-C a	2	0
0	GW	AJ0136-C b	2	0
0	GW	AJ0137-C a	0	0
0	GW	AJ0137-C b	0	0
0	GW	AJ0138-C a	0	0
0	GW	AJ0138-C b	0	0
0	GW	AJ0139-C a	2	0
0	GW	AJ0139-C b	2	0
0	GW	AJ0140-C a	0	0
0	GW	AJ0140-C b	0	0
0	GW	AJ0141-C a	84	0
0	GW	AJ0141-C b	0	0
0	GW	AJ0142-C a	0	0
0	GW	AJ0142-C b	0	0
0	GW	AJ0143-C a	0	0
0	GW	AJ0143-C b	0	0
0	GW	AJ0144-C a	0	0
0	GW	AJ0144-C b	0	0
0	GW	AJ0145-C a	0	0
0	GW	AJ0145-C b	0	0
0	GW	AJ0146-C a	0	0
0	GW	AJ0146-C b	0	0
0	GW	AJ0147-C a	0	0
0	GW	AJ0147-C b	0	0
0	GW	AJ0148-C a	0	0
0	GW	AJ0148-C b	0	0
7	GW	AJ0149-C a	85	0
0	GW	AJ0149-C b	0	0
0	GW	AJ0150-C a	0	0
0	GW	AJ0150-C b	0	0
0	GW	AJ0151-C a	0	0
0	GW	AJ0151-C b	84	0
0	GW	AJ0152-C a	0	0
0	GW	AJ0152-C b	0	0
0	GW	AJ0153-C a	0	0
0	GW	AJ0153-C b	0	0
0	GW	AJ0154-C a	0	0
0	GW	AJ0154-C b	2	0
0	GW	AJ0155-C a	0	0
0	GW	AJ0155-C b	0	0
0	GW	AJ0156-C a	0	0
0	GW	AJ0156-C b	0	0
0	GW	AJ0157-C a	86	0
0	GW	AJ0157-C b	0	0
0	GW	AJ0158-C a	0	0
0	GW	AJ0158-C b	0	0
0	GW	AJ0159-C a	0	0
0	GW	AJ0159-C b	0	0
0	GW	AJ0161-C a	87	0
0	GW	AJ0161-C b	0	0
0	KE	AK0060-C a	0	0
0	KE	AK0060-C b	2	0
0	KE	AK0062-C a	2	0
0	KE	AK0062-C b	0	0
0	KE	AK0065-C a	0	0
0	KE	AK0065-C b	0	0
0	KE	AK0066-C a	2	0
0	KE	AK0066-C b	0	0
0	KE	AK0067-C a	0	0
0	KE	AK0067-C b	2	0
0	KE	AK0068-C a	2	0
0	KE	AK0068-C b	0	0
0	KE	AK0069-C a	2	0
0	KE	AK0069-C b	2	0
0	KE	AK0070-C a	2	0
0	KE	AK0070-C b	2	0
0	KE	AK0072-C a	2	0
0	KE	AK0072-C b	2	0
0	KE	AK0073-C a	2	0
0	KE	AK0073-C b	2	0
0	KE	AK0074-C a	2	0
0	KE	AK0074-C b	2	0
0	KE	AK0075-C a	2	0
0	KE	AK0075-C b	2	0
0	KE	AK0076-C a	2	0
0	KE	AK0076-C b	2	0
0	KE	AK0077-C a	2	0
0	KE	AK0077-C b	2	0
0	KE	AK0078-C a	0	0
0	KE	AK0078-C b	2	0
0	KE	AK0079-C a	2	0
0	KE	AK0079-C b	2	0
0	KE	AK0080-C a	2	0
0	KE	AK0080-C b	2	0
0	KE	AK0081-C a	2	0
0	KE	AK0081-C b	0	0
0	KE	AK0082-C a	2	0
0	KE	AK0082-C b	2	0
0	KE	AK0085-C a	0	0
0	KE	AK0085-C b	2	0
0	KE	AK0086-C a	2	0
0	KE	AK0086-C b	0	0
0	KE	AK0087-C a	0	0
0	KE	AK0087-C b	2	0
0	KE	AK0088-C a	0	0
0	KE	AK0088-C b	0	0
0	KE	AK0089-C a	0	0
0	KE	AK0089-C b	2	0
0	KE	AK0090-C a	0	0
0	KE	AK0090-C b	0	0
0	KE	AK0091-C a	2	0
0	KE	AK0091-C b	0	0
0	KE	AK0092-C a	0	0
0	KE	AK0092-C b	0	0
0	KE	AK0093-C a	2	0
0	KE	AK0093-C b	0	0
0	KE	AK0094-C a	0	0
0	KE	AK0094-C b	0	0
0	KE	AK0095-C a	2	0
0	KE	AK0095-C b	0	0
0	KE	AK0096-C a	2	0
0	KE	AK0096-C b	0	0
0	KE	AK0098-C a	0	0
0	KE	AK0098-C b	2	0
0	KE	AK0099-C a	0	0
0	KE	AK0099-C b	0	0
0	KE	AK0100-C a	0	0
0	KE	AK0100-C b	2	0
0	KE	AK0101-C a	2	0
0	KE	AK0101-C b	0	0
0	KE	AK0102-C a	0	0
0	KE	AK0102-C b	0	0
0	KE	AK0103-C a	2	0
0	KE	AK0103-C b	0	0
0	KE	AK0104-C a	2	0
0	KE	AK0104-C b	0	0
0	KE	AK0105-C a	0	0
0	KE	AK0105-C b	0	0
0	KE	AK0106-C a	0	0
0	KE	AK0106-C b	2	0
0	KE	AK0107-C a	2	0
0	KE	AK0107-C b	2	0
0	KE	AK0108-C a	2	0
0	KE	AK0108-C b	0	0
0	KE	AK0109-C a	0	0
0	KE	AK0109-C b	0	0
0	KE	AK0110-C a	2	0
0	KE	AK0110-C b	0	0
0	KE	AK0116-C a	0	0
0	KE	AK0116-C b	0	0
0	KE	AK0117-C a	2	0
0	KE	AK0117-C b	2	0
0	KE	AK0119-C a	0	0
0	KE	AK0119-C b	2	0
0	KE	AK0127-C a	0	0
0	KE	AK0127-C b	0	0
0	CMgam	AN0007-C a	88	0
0	CMgam	AN0007-C b	2	0
0	CMgam	AN0008-C a	0	0
0	CMgam	AN0008-C b	2	0
0	CMgam	AN0009-C a	2	0
0	CMgam	AN0009-C b	9	0
0	CMgam	AN0010-C a	75	0
0	CMgam	AN0010-C b	23	0
0	CMgam	AN0011-C a	2	0
0	CMgam	AN0011-C b	0	0
0	CMgam	AN0012-C a	2	0
0	CMgam	AN0012-C b	0	0
0	CMgam	AN0013-C a	89	0
0	CMgam	AN0013-C b	0	0
0	CMgam	AN0014-C a	0	0
0	CMgam	AN0014-C b	17	0
0	CMgam	AN0015-C a	0	0
0	CMgam	AN0015-C b	0	0
0	CMgam	AN0016-C a	0	0
0	CMgam	AN0016-C b	9	0
0	CMgam	AN0017-C a	2	0
0	CMgam	AN0017-C b	90	0
0	CMgam	AN0018-C a	2	0
0	CMgam	AN0018-C b	2	0
0	CMgam	AN0019-C a	91	0
0	CMgam	AN0019-C b	0	0
0	CMgam	AN0020-C a	0	0
0	CMgam	AN0020-C b	92	0
0	CMgam	AN0022-C a	2	0
0	CMgam	AN0022-C b	0	0
0	CMgam	AN0023-C a	0	0
0	CMgam	AN0023-C b	2	0
0	CMgam	AN0024-C a	0	0
0	CMgam	AN0024-C b	61	0
0	CMgam	AN0025-C a	2	0
0	CMgam	AN0025-C b	0	0
0	CMgam	AN0026-C a	93	0
0	CMgam	AN0026-C b	2	0
0	CMgam	AN0027-C a	75	0
0	CMgam	AN0027-C b	68	0
0	CMgam	AN0028-C a	0	0
0	CMgam	AN0028-C b	0	0
0	CMgam	AN0029-C a	2	0
0	CMgam	AN0029-C b	2	0
0	CMgam	AN0030-C a	2	0
0	CMgam	AN0030-C b	29	0
0	CMgam	AN0031-C a	0	0
0	CMgam	AN0031-C b	0	0
0	CMgam	AN0032-C a	11	0
0	CMgam	AN0032-C b	0	0
0	CMgam	AN0033-C a	2	0
0	CMgam	AN0033-C b	0	0
0	CMgam	AN0034-C a	0	0
0	CMgam	AN0034-C b	94	0
0	CMgam	AN0035-C a	2	0
0	CMgam	AN0035-C b	2	0
0	CMgam	AN0036-C a	2	0
8	CMgam	AN0036-C b	95	0
0	CMgam	AN0037-C a	0	0
0	CMgam	AN0037-C b	96	0
0	CMgam	AN0038-C a	2	0
0	CMgam	AN0038-C b	17	0
0	CMgam	AN0039-C a	0	0
0	CMgam	AN0039-C b	2	0
0	CMgam	AN0040-C a	0	0
0	CMgam	AN0040-C b	54	0
0	CMgam	AN0041-C a	90	0
0	CMgam	AN0041-C b	2	0
0	CMgam	AN0042-C a	2	0
0	CMgam	AN0042-C b	0	0
0	CMgam	AN0043-C a	0	0
0	CMgam	AN0043-C b	0	0
0	CMgam	AN0044-C a	0	0
0	CMgam	AN0044-C b	72	0
0	CMgam	AN0045-C a	0	0
0	CMgam	AN0045-C b	2	0
0	CMgam	AN0046-C a	2	0
0	CMgam	AN0046-C b	2	0
0	CMgam	AN0047-C a	2	0
0	CMgam	AN0047-C b	0	0
0	CMgam	AN0048-C a	97	0
0	CMgam	AN0048-C b	2	0
0	CMgam	AN0049-C a	2	0
0	CMgam	AN0049-C b	33	0
0	CMgam	AN0050-C a	98	0
0	CMgam	AN0050-C b	0	0
0	CMgam	AN0051-C a	2	0
0	CMgam	AN0051-C b	2	0
0	CMgam	AN0053-C a	2	0
0	CMgam	AN0053-C b	41	0
0	CMgam	AN0054-C a	0	0
0	CMgam	AN0054-C b	75	0
0	CMgam	AN0055-C a	67	0
0	CMgam	AN0055-C b	0	0
0	CMgam	AN0056-C a	29	0
0	CMgam	AN0056-C b	49	0
0	CMgam	AN0057-C a	61	0
0	CMgam	AN0057-C b	2	0
0	CMgam	AN0058-C a	99	0
0	CMgam	AN0058-C b	2	0
0	CMgam	AN0059-C a	2	0
0	CMgam	AN0059-C b	2	0
0	CMgam	AN0060-C a	29	0
0	CMgam	AN0060-C b	0	0
0	CMgam	AN0061-C a	2	0
0	CMgam	AN0061-C b	2	0
0	CMgam	AN0062-C a	100	0
0	CMgam	AN0062-C b	2	0
0	CMgam	AN0063-C a	0	0
0	CMgam	AN0063-C b	0	0
0	CMgam	AN0064-C a	11	0
0	CMgam	AN0064-C b	0	0
0	CMgam	AN0065-C a	0	0
0	CMgam	AN0065-C b	101	0
0	CMgam	AN0066-C a	2	0
0	CMgam	AN0066-C b	2	0
0	CMgam	AN0067-C a	0	0
0	CMgam	AN0067-C b	2	0
0	CMgam	AN0068-C a	2	0
0	CMgam	AN0068-C b	0	0
0	CMgam	AN0069-C a	2	0
0	CMgam	AN0069-C b	2	0
0	CMgam	AN0070-C a	0	0
0	CMgam	AN0070-C b	0	0
0	CMgam	AN0071-C a	0	0
0	CMgam	AN0071-C b	0	0
0	CMgam	AN0072-C a	0	0
0	CMgam	AN0072-C b	0	0
0	CMgam	AN0073-C a	2	0
0	CMgam	AN0073-C b	0	0
0	CMgam	AN0074-C a	0	0
0	CMgam	AN0074-C b	0	0
0	CMgam	AN0075-C a	0	0
0	CMgam	AN0075-C b	0	0
0	CMgam	AN0076-C a	90	0
0	CMgam	AN0076-C b	2	0
0	CMgam	AN0077-C a	0	0
0	CMgam	AN0077-C b	61	0
0	CMgam	AN0079-C a	102	0
0	CMgam	AN0079-C b	2	0
0	CMgam	AN0080-C a	25	0
0	CMgam	AN0080-C b	0	0
0	CMgam	AN0081-C a	0	0
0	CMgam	AN0081-C b	2	0
0	CMgam	AN0082-C a	103	1
0	CMgam	AN0082-C b	75	0
0	CMgam	AN0083-C a	2	0
0	CMgam	AN0083-C b	18	0
0	CMgam	AN0084-C a	0	0
0	CMgam	AN0084-C b	75	0
0	CMgam	AN0085-C a	55	0
0	CMgam	AN0085-C b	0	0
0	CMgam	AN0086-C a	2	0
0	CMgam	AN0086-C b	2	0
0	CMgam	AN0087-C a	0	0
0	CMgam	AN0087-C b	2	0
0	CMgam	AN0088-C a	104	0
0	CMgam	AN0088-C b	0	0
0	CMgam	AN0089-C a	0	0
0	CMgam	AN0089-C b	0	0
0	CMgam	AN0090-C a	2	0
0	CMgam	AN0090-C b	0	0
0	CMgam	AN0091-C a	0	0
0	CMgam	AN0091-C b	0	0
0	CMgam	AN0092-C a	2	0
0	CMgam	AN0092-C b	0	0
0	CMgam	AN0093-C a	2	0
0	CMgam	AN0093-C b	2	0
0	CMgam	AN0094-C a	2	0
0	CMgam	AN0094-C b	27	0
0	CMgam	AN0095-C a	2	0
0	CMgam	AN0095-C b	2	0
0	CMgam	AN0096-C a	0	0
0	CMgam	AN0096-C b	2	0
0	CMgam	AN0097-C a	18	0
0	CMgam	AN0097-C b	2	0
0	CMgam	AN0098-C a	2	0
0	CMgam	AN0098-C b	4	1
0	CMgam	AN0099-C a	2	0
0	CMgam	AN0099-C b	105	0
0	CMgam	AN0100-C a	2	0
0	CMgam	AN0100-C b	49	0
0	CMgam	AN0101-C a	2	0
0	CMgam	AN0101-C b	4	1
0	CMgam	AN0102-C a	2	0
0	CMgam	AN0102-C b	2	0
0	CMgam	AN0103-C a	29	0
0	CMgam	AN0103-C b	0	0
0	CMgam	AN0104-C a	0	0
0	CMgam	AN0104-C b	0	0
0	CMgam	AN0105-C a	2	0
0	CMgam	AN0105-C b	2	0
0	CMgam	AN0106-C a	0	0
0	CMgam	AN0106-C b	0	0
0	CMgam	AN0107-C a	0	0
0	CMgam	AN0107-C b	55	0
0	CMgam	AN0108-C a	0	0
0	CMgam	AN0108-C b	0	0
0	CMgam	AN0109-C a	0	0
0	CMgam	AN0109-C b	72	0
0	CMgam	AN0111-C a	2	0
0	CMgam	AN0111-C b	0	0
0	CMgam	AN0112-C a	2	0
0	CMgam	AN0112-C b	2	0
0	CMgam	AN0113-C a	2	0
0	CMgam	AN0113-C b	0	0
0	CMgam	AN0114-C a	106	0
0	CMgam	AN0114-C b	0	0
0	CMgam	AN0115-C a	2	0
0	CMgam	AN0115-C b	47	0
0	CMgam	AN0117-C a	0	0
0	CMgam	AN0117-C b	2	0
0	CMgam	AN0118-C a	0	0
9	CMgam	AN0118-C b	107	0
0	CMgam	AN0119-C a	41	0
0	CMgam	AN0119-C b	9	0
0	CMgam	AN0120-C a	23	0
0	CMgam	AN0120-C b	0	0
0	CMgam	AN0121-C a	0	0
0	CMgam	AN0121-C b	0	0
0	CMgam	AN0122-C a	2	0
0	CMgam	AN0122-C b	2	0
0	CMgam	AN0123-C a	17	0
0	CMgam	AN0123-C b	88	0
0	CMgam	AN0124-C a	2	0
0	CMgam	AN0124-C b	0	0
0	CMgam	AN0125-C a	17	0
0	CMgam	AN0125-C b	0	0
0	CMgam	AN0126-C a	2	0
0	CMgam	AN0126-C b	0	0
0	CMgam	AN0127-C a	2	0
0	CMgam	AN0127-C b	0	0
0	CMgam	AN0128-C a	0	0
0	CMgam	AN0128-C b	0	0
0	CMgam	AN0129-C a	2	0
0	CMgam	AN0129-C b	0	0
0	CMgam	AN0130-C a	0	0
0	CMgam	AN0130-C b	0	0
0	CMgam	AN0131-C a	9	0
0	CMgam	AN0131-C b	0	0
0	CMgam	AN0132-C a	108	0
0	CMgam	AN0132-C b	4	1
0	CMgam	AN0134-C a	2	0
0	CMgam	AN0134-C b	2	0
0	CMgam	AN0135-C a	2	0
0	CMgam	AN0135-C b	29	0
0	CMgam	AN0136-C a	97	0
0	CMgam	AN0136-C b	0	0
0	CMgam	AN0137-C a	109	0
0	CMgam	AN0137-C b	72	0
0	CMgam	AN0138-C a	2	0
0	CMgam	AN0138-C b	2	0
0	CMgam	AN0139-C a	2	0
0	CMgam	AN0139-C b	2	0
0	CMgam	AN0140-C a	2	0
0	CMgam	AN0140-C b	2	0
0	CMgam	AN0141-C a	2	0
0	CMgam	AN0141-C b	2	0
0	CMgam	AN0142-C a	0	0
0	CMgam	AN0142-C b	2	0
0	CMgam	AN0143-C a	0	0
0	CMgam	AN0143-C b	0	0
0	CMgam	AN0144-C a	2	0
0	CMgam	AN0144-C b	0	0
0	CMgam	AN0147-C a	2	0
0	CMgam	AN0147-C b	2	0
0	CMgam	AN0149-C a	110	0
0	CMgam	AN0149-C b	0	0
0	CMgam	AN0151-C a	2	0
0	CMgam	AN0151-C b	9	0
0	CMgam	AN0152-C a	2	0
0	CMgam	AN0152-C b	2	0
0	CMgam	AN0153-C a	0	0
0	CMgam	AN0153-C b	2	0
0	CMgam	AN0154-C a	111	0
0	CMgam	AN0154-C b	2	0
0	CMgam	AN0155-C a	0	0
0	CMgam	AN0155-C b	61	0
0	CMgam	AN0156-C a	0	0
0	CMgam	AN0156-C b	0	0
0	CMgam	AN0157-C a	72	0
0	CMgam	AN0157-C b	2	0
0	CMgam	AN0158-C a	2	0
0	CMgam	AN0158-C b	0	0
0	CMgam	AN0159-C a	0	0
0	CMgam	AN0159-C b	0	0
0	CMgam	AN0160-C a	2	0
0	CMgam	AN0160-C b	0	0
0	CMgam	AN0162-C a	0	0
0	CMgam	AN0162-C b	112	0
0	CMgam	AN0163-C a	0	0
0	CMgam	AN0163-C b	2	0
0	CMgam	AN0164-C a	103	1
0	CMgam	AN0164-C b	9	0
0	CMgam	AN0165-C a	0	0
0	CMgam	AN0165-C b	30	0
0	CMgam	AN0166-C a	2	0
0	CMgam	AN0166-C b	0	0
0	CMgam	AN0167-C a	2	0
0	CMgam	AN0167-C b	92	0
0	CMgam	AN0168-C a	2	0
0	CMgam	AN0168-C b	0	0
0	CMgam	AN0169-C a	2	0
0	CMgam	AN0169-C b	92	0
0	CMgam	AN0170-C a	0	0
0	CMgam	AN0170-C b	0	0
0	CMgam	AN0171-C a	72	0
0	CMgam	AN0171-C b	0	0
0	CMgam	AN0172-C a	0	0
0	CMgam	AN0172-C b	0	0
0	CMgam	AN0173-C a	61	0
0	CMgam	AN0173-C b	0	0
0	CMgam	AN0174-C a	2	0
0	CMgam	AN0174-C b	0	0
0	CMgam	AN0175-C a	0	0
0	CMgam	AN0175-C b	9	0
0	CMgam	AN0176-C a	0	0
0	CMgam	AN0176-C b	0	0
0	CMgam	AN0177-C a	0	0
0	CMgam	AN0177-C b	17	0
0	CMgam	AN0178-C a	2	0
0	CMgam	AN0178-C b	2	0
0	CMgam	AN0179-C a	2	0
0	CMgam	AN0179-C b	0	0
0	CMgam	AN0180-C a	0	0
0	CMgam	AN0180-C b	91	0
0	CMgam	AN0181-C a	75	0
0	CMgam	AN0181-C b	0	0
0	CMgam	AN0182-C a	0	0
0	CMgam	AN0182-C b	2	0
0	CMgam	AN0183-C a	2	0
0	CMgam	AN0183-C b	29	0
0	CMgam	AN0184-C a	2	0
0	CMgam	AN0184-C b	0	0
0	CMgam	AN0185-C a	2	0
10	CMgam	AN0185-C b	113	0
0	CMgam	AN0186-C a	2	0
0	CMgam	AN0186-C b	0	0
0	CMgam	AN0187-C a	75	0
0	CMgam	AN0187-C b	2	0
0	CMgam	AN0188-C a	2	0
0	CMgam	AN0188-C b	0	0
10	CMgam	AN0189-C a	113	0
0	CMgam	AN0189-C b	7	0
0	CMgam	AN0190-C a	0	0
0	CMgam	AN0190-C b	0	0
0	CMgam	AN0191-C a	0	0
0	CMgam	AN0191-C b	2	0
0	CMgam	AN0192-C a	2	0
0	CMgam	AN0192-C b	0	0
0	CMgam	AN0193-C a	111	0
0	CMgam	AN0193-C b	2	0
0	CMgam	AN0194-C a	2	0
0	CMgam	AN0194-C b	2	0
0	CMgam	AN0196-C a	2	0
0	CMgam	AN0196-C b	4	1
0	CMgam	AN0197-C a	0	0
0	CMgam	AN0197-C b	83	0
0	CMgam	AN0198-C a	2	0
0	CMgam	AN0198-C b	30	0
0	CMgam	AN0199-C a	17	0
0	CMgam	AN0199-C b	23	0
0	CMgam	AN0200-C a	0	0
0	CMgam	AN0200-C b	2	0
0	CMgam	AN0201-C a	9	0
0	CMgam	AN0201-C b	0	0
0	CMgam	AN0202-C a	2	0
0	CMgam	AN0202-C b	2	0
0	CMgam	AN0203-C a	2	0
0	CMgam	AN0203-C b	0	0
0	CMgam	AN0204-C a	2	0
0	CMgam	AN0204-C b	2	0
0	CMgam	AN0205-C a	60	0
0	CMgam	AN0205-C b	2	0
0	CMgam	AN0206-C a	2	0
0	CMgam	AN0206-C b	72	0
0	CMgam	AN0207-C a	0	0
0	CMgam	AN0207-C b	2	0
0	CMgam	AN0208-C a	2	0
0	CMgam	AN0208-C b	0	0
0	CMgam	AN0209-C a	0	0
0	CMgam	AN0209-C b	0	0
0	CMgam	AN0210-C a	0	0
0	CMgam	AN0210-C b	2	0
0	CMgam	AN0212-C a	91	0
0	CMgam	AN0212-C b	2	0
0	CMgam	AN0213-C a	2	0
0	CMgam	AN0213-C b	2	0
0	CMgam	AN0214-C a	2	0
0	CMgam	AN0214-C b	0	0
0	CMgam	AN0215-C a	0	0
0	CMgam	AN0215-C b	2	0
0	CMgam	AN0217-C a	0	0
0	CMgam	AN0217-C b	0	0
0	CMgam	AN0218-C a	2	0
0	CMgam	AN0218-C b	2	0
0	CMgam	AN0219-C a	0	0
0	CMgam	AN0219-C b	75	0
0	CMgam	AN0220-C a	30	0
0	CMgam	AN0220-C b	2	0
0	CMgam	AN0221-C a	0	0
0	CMgam	AN0221-C b	90	0
