Serial	Country	Year	Location	Ace1_G119S	GPS_coordinates	Collection_date	Contact	Method	CollectionID	phenotypic_bioassay_date	phenotypic_bioassay_method	Insecticide	Concentration_x	Concentration_percentage	Exposure_min	Plate_name	Plate_code	Sample_ID	phenotype	DNA_extraction_method	DNA_extraction_date	DNA_conc_ngul	DNA_100ul	Species	species_id_method	PlateNo	Well	HEX_Ct_dR	FAM_Ct_dR	HEX_dR_last	Threshold_HEX_dR	FAM_dR_last	Threshold_FAM_dR	FAM_Ct-HEX_Ct
1347	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A73	Alive	nexttec_1_step	18/07/20	1.06	106.5	col	MCA									
1348	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A74	Alive	nexttec_1_step	18/07/20	2.45	245.1	col	MCA									
1349	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A75	Alive	nexttec_1_step	18/07/20	2.11	211.1	col	MCA									
1350	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A76	Alive	nexttec_1_step	18/07/20	5.85	585.5	col	MCA									
1351	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A77	Alive	nexttec_1_step	18/07/20	2.22	222.4	col	MCA									
1352	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A78	Alive	nexttec_1_step	18/07/20	1.85	184.7	col	MCA									
1353	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A79	Alive	nexttec_1_step	18/07/20	3.71	371.2	col	MCA									
1354	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A80	Alive	nexttec_1_step	18/07/20	9.34	933.6	col	MCA									
1355	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A81	Alive	nexttec_1_step	18/07/20	4.52	452	col	MCA									
1356	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A82	Alive	nexttec_1_step	18/07/20	5.97	597	col	MCA									
1357	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A83	Alive	nexttec_1_step	18/07/20	3.92	391.7	col	MCA									
1358	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A84	Alive	nexttec_1_step	18/07/20	1.7	169.9	col	MCA									
1359	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A85	Alive	nexttec_1_step	18/07/20	2.8	279.8	col	MCA									
1360	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A86	Alive	nexttec_1_step	18/07/20	0.47	46.6	col	MCA									
1361	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A87	Alive	nexttec_1_step	18/07/20	3.51	350.7	col	MCA									
1362	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A88	Alive	nexttec_1_step	18/07/20	3.99	399.3	col	MCA									
1363	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A89	Alive	nexttec_1_step	18/07/20	3.53	353.1	col	MCA									
1364	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A90	Alive	nexttec_1_step	18/07/20	3.5	349.8	col	MCA									
1365	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A91	Alive	nexttec_1_step	18/07/20	2.8	279.8	col	MCA									
1366	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A92	Alive	nexttec_1_step	18/07/20	7.59	758.6	col	MCA									
1367	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A93	Alive	nexttec_1_step	18/07/20	2.54	253.7	col	MCA									
1368	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A94	Alive	nexttec_1_step	18/07/20	3.73	372.6	col	MCA									
1369	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A95	Alive	nexttec_1_step	18/07/20	1.03	102.8	col	MCA									
1370	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A96	Alive	nexttec_1_step	18/07/20	3.28	328	col	MCA									
1371	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A97	Alive	nexttec_1_step	18/07/20	3.4	339.9	col	MCA									
1372	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A98	Alive	nexttec_1_step	18/07/20	3.39	338.6	col	MCA									
1373	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A99	Alive	nexttec_1_step	18/07/20	3.97	396.8	col	MCA									
1374	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A100	Alive	nexttec_1_step	18/07/20	1.71	170.9	col	MCA									
1375	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A101	Alive	nexttec_1_step	18/07/20	2.24	223.9	col	MCA									
1376	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A102	Alive	nexttec_1_step	18/07/20	2.49	248.8	col	MCA									
1377	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A103	Alive	nexttec_1_step	18/07/20	7.23	723.4	col	MCA									
1378	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A104	Alive	nexttec_1_step	18/07/20	2.82	281.8	col	MCA									
1379	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A105	Alive	nexttec_1_step	18/07/20	0.89	89.5	col	MCA									
1380	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A106	Alive	nexttec_1_step	18/07/20	1.93	192.9	col	MCA									
1381	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A107	Alive	nexttec_1_step	18/07/20	2.61	261.1	col	MCA									
1382	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A108	Alive	nexttec_1_step	18/07/20	1.22	122.3	col	MCA									
1383	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A109	Alive	nexttec_1_step	18/07/20	1.35	135.2	col	MCA									
1384	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A110	Alive	nexttec_1_step	18/07/20	2.16	215.7	col	MCA									
1385	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A111	Alive	nexttec_1_step	18/07/20	2.15	215.4	col	MCA									
1386	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A112	Alive	nexttec_1_step	18/07/20	0.81	81	col	MCA									
1387	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A113	Alive	nexttec_1_step	18/07/20	2.96	295.9	col	MCA									
1388	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A114	Alive	nexttec_1_step	18/07/20	1.24	124	col	MCA									
1389	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A115	Alive	nexttec_1_step	18/07/20	2.47	247.1	col	MCA									
1390	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A116	Alive	nexttec_1_step	18/07/20	0.73	72.7	col	MCA									
1391	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A117	Alive	nexttec_1_step	18/07/20	2.13	213	col	MCA									
1392	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A118	Alive	nexttec_1_step	18/07/20	4.27	426.6	Excluded	MCA									
1393	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A119	Alive	nexttec_1_step	18/07/20	3.88	388.2	col	MCA									
1394	Ghana	2017	Korle-Bu	NA	05 32 17N 0 13 39W		Samuel Dadzie	Larvae			Tube	Deltamethrin	5x	0.25	60	GH2017_Plate18	423 7231 17 018	GH17KRBDel_A120	Alive	nexttec_1_step	18/07/20	3.08	307.7	col	MCA									
